Region,District,Ward,Village,shpDistrict,shpWard,shpVillage,Population,Notes
Morogoro,Morogoro Urban,Sabasaba,Ngoto 'A',Morogoro Urban,Sabasaba,Ngoto 'A',92,
Morogoro,Morogoro Urban,Sabasaba,Kikundi,Morogoro Urban,Sabasaba,Kikundi,134,
Morogoro,Morogoro Urban,Sabasaba,John Mahenge,Morogoro Urban,Sabasaba,John Mahenge,271,
Morogoro,Morogoro Urban,Sabasaba,Makongoro,Morogoro Urban,Sabasaba,Makongoro,74,
Morogoro,Morogoro Urban,Sabasaba,Konga,Morogoro Urban,Sabasaba,Konga,391,
Morogoro,Morogoro Urban,Sabasaba,Ngoto 'B',Morogoro Urban,Sabasaba,Ngoto 'B',152,
Morogoro,Morogoro Urban,Sabasaba,Mlali,Morogoro Urban,Sabasaba,Mlali,191,
Morogoro,Morogoro Urban,Sabasaba,Betero,Morogoro Urban,Sabasaba,Betero,308,
Morogoro,Morogoro Urban,Sabasaba,Kenyata,Morogoro Urban,Sabasaba,Kenyatta,217,
Morogoro,Morogoro Urban,Uwanja wa taifa,Maelewano 'B',Morogoro Urban,Uwanja wa Taifa,Maelewano 'B',623,
Morogoro,Morogoro Urban,Uwanja wa taifa,Maelewano 'A',Morogoro Urban,Uwanja wa Taifa,Maelewano 'A',495,
Morogoro,Morogoro Urban,Uwanja wa taifa,Kanisani,Morogoro Urban,Uwanja wa Taifa,Kanisani,887,
Morogoro,Morogoro Urban,Uwanja wa taifa,Kidugalo,Morogoro Urban,Uwanja wa Taifa,Kidugalo,734,
Morogoro,Morogoro Urban,Uwanja wa taifa,Kiswanya 'B',Morogoro Urban,Uwanja wa Taifa,Kiswanya 'B',925,
Morogoro,Morogoro Urban,Uwanja wa taifa,Kiswanya 'A',Morogoro Urban,Uwanja wa Taifa,Kiswanya 'A',618,
Morogoro,Morogoro Urban,Uwanja wa taifa,Sabu,Morogoro Urban,Uwanja wa Taifa,Sabu,484,
Morogoro,Morogoro Urban,Uwanja wa taifa,Unguu 'B',Morogoro Urban,Uwanja wa Taifa,Unguu 'B',464,
Morogoro,Morogoro Urban,Uwanja wa taifa,Unguu 'A',Morogoro Urban,Uwanja wa Taifa,Unguu 'A',865,
Morogoro,Morogoro Urban,Uwanja wa taifa,Ukutu,Morogoro Urban,Uwanja wa Taifa,Ukutu,1072,
Morogoro,Morogoro Urban,Uwanja wa taifa,Mindu,Morogoro Urban,Uwanja wa Taifa,Mindu,78,
Morogoro,Morogoro Urban,K / Ndege,Ujenzi,Morogoro Urban,Kiwanja cha Ndege,Ujenzi,951,
Morogoro,Morogoro Urban,K / Ndege,Lusogo,Morogoro Urban,Kiwanja cha Ndege,Lusogo,609,
Morogoro,Morogoro Urban,K / Ndege,Lusanga,Morogoro Urban,Kiwanja cha Ndege,Lusanga,591,
Morogoro,Morogoro Urban,K / Ndege,Kisiwani,Morogoro Urban,Kiwanja cha Ndege,Kisiwani,516,
Morogoro,Morogoro Urban,K / Ndege,Lungo,Morogoro Urban,Kiwanja cha Ndege,Lungo,805,
Morogoro,Morogoro Urban,K / Ndege,Mkota,Morogoro Urban,Kiwanja cha Ndege,Mkota,553,
Morogoro,Morogoro Urban,K / Ndege,Mtagwa,Morogoro Urban,Kiwanja cha Ndege,Mtagwa,1216,
Morogoro,Morogoro Urban,K / Ndege,Ngazengwa,Morogoro Urban,Kiwanja cha Ndege,Ngazengwa,612,
Morogoro,Morogoro Urban,K / Ndege,Bondwa,Morogoro Urban,Kiwanja cha Ndege,Bondwa,1190,
Morogoro,Morogoro Urban,K / Ndege,Lukwangule,Morogoro Urban,Kiwanja cha Ndege,Lukwangule,1560,
Morogoro,Morogoro Urban,K / Ndege,Azimio,Morogoro Urban,Kiwanja cha Ndege,Azimio,1535,
Morogoro,Morogoro Urban,K / Ndege,Kimunyu,Morogoro Urban,Kiwanja cha Ndege,Kimunyu,477,
Morogoro,Morogoro Urban,K / Ndege,Tumbaku,Morogoro Urban,Kiwanja cha Ndege,Tumbaku,1590,
Morogoro,Morogoro Urban,Mji Mpya,"Makaburi ""C """,Morogoro Urban,Mji Mpya,"Makaburi ""C """,648,
Morogoro,Morogoro Urban,Mji Mpya,"Makaburi ""B """,Morogoro Urban,Mji Mpya,"Makaburi ""B """,1075,
Morogoro,Morogoro Urban,Mji Mpya,"Makaburi ""A """,Morogoro Urban,Mji Mpya,"Makaburi ""A """,828,
Morogoro,Morogoro Urban,Mji Mpya,"Ngoma ""C""",Morogoro Urban,Mji Mpya,"Ngoma ""C""",395,
Morogoro,Morogoro Urban,Mji Mpya,"Ngoma ""B""",Morogoro Urban,Mji Mpya,"Ngoma ""B""",202,
Morogoro,Morogoro Urban,Mji Mpya,"Ngoma ""A""",Morogoro Urban,Mji Mpya,"Ngoma ""A""",335,
Morogoro,Morogoro Urban,Mji Mpya,"Simu ""C""",Morogoro Urban,Mji Mpya,"Simu ""C""",658,
Morogoro,Morogoro Urban,Mji Mpya,"Simu ""B""",Morogoro Urban,Mji Mpya,"Simu ""B""",575,
Morogoro,Morogoro Urban,Mji Mpya,"Simu ""A""",Morogoro Urban,Mji Mpya,"Simu ""A""",368,
Morogoro,Morogoro Urban,Mji Mpya,"Fumilwa ""A""",Morogoro Urban,Mji Mpya,"Fumilwa ""A""",339,
Morogoro,Morogoro Urban,Mji Mpya,"Fumilwa ""B""",Morogoro Urban,Mji Mpya,"Fumilwa ""B""",923,
Morogoro,Morogoro Urban,Mji Mpya,"Fumilwa ""C""",Morogoro Urban,Mji Mpya,"Fumilwa ""C""",1013,
Morogoro,Morogoro Urban,Kingo,FFU Flats,Morogoro Urban,Kingo,FFU Flats,213,
Morogoro,Morogoro Urban,Kingo,Reli,Morogoro Urban,Kingo,Reli,128,
Morogoro,Morogoro Urban,Kingo,Pamba,Morogoro Urban,Kingo,Pamba,164,
Morogoro,Morogoro Urban,Kingo,Railways,Morogoro Urban,Kingo,Railways Flats,238,
Morogoro,Morogoro Urban,Kingo,Tumbaku,Morogoro Urban,Kingo,Tumbaku,206,
Morogoro,Morogoro Urban,Kingo,Mwere,Morogoro Urban,Kingo,Mwere,226,
Morogoro,Morogoro Urban,Kingo,Old Dar Road,Morogoro Urban,Kingo,Old Dar Road,79,
Morogoro,Morogoro Urban,Kingo,Bundi,Morogoro Urban,Kingo,Bundi,157,
Morogoro,Morogoro Urban,Kingo,Sultani,Morogoro Urban,Kingo,Sultani,218,
Morogoro,Morogoro Urban,Kingo,Masika,Morogoro Urban,Kingo,Masika,75,
Morogoro,Morogoro Urban,Kingo,Kingo,Morogoro Urban,Kingo,Kingo,151,
Morogoro,Morogoro Urban,Kingo,Old korogwe,Morogoro Urban,Kingo,Old Korogwe,34,
Morogoro,Morogoro Urban,Kingo,Shamba,Morogoro Urban,Kingo,Shamba,116,
Morogoro,Morogoro Urban,Kingo,Wami Magole,Morogoro Urban,Kingo,Wami Magole,190,
Morogoro,Morogoro Urban,Kingo,Mango,Morogoro Urban,Kingo,Mango,341,
Morogoro,Morogoro Urban,Kingo,Kikundi,Morogoro Urban,Kingo,Kikundi,129,
Morogoro,Morogoro Urban,Kingo,Nkomo,Morogoro Urban,Kingo,Nkomo,280,
Morogoro,Morogoro Urban,Mji Mkuu,Karume 'B',Morogoro Urban,Mji Mkuu,Karume 'B',683,
Morogoro,Morogoro Urban,Mji Mkuu,Karume 'A',Morogoro Urban,Mji Mkuu,Karume 'A',745,
Morogoro,Morogoro Urban,Mji Mkuu,Uhuru,Morogoro Urban,Mji Mkuu,Uhuru,570,
Morogoro,Morogoro Urban,Mji Mkuu,Amani,Morogoro Urban,Mji Mkuu,Amani,399,
Morogoro,Morogoro Urban,Mji Mkuu,Mlapakolo,Morogoro Urban,Mji Mkuu,Mlapakolo,1064,
Morogoro,Morogoro Urban,Mji Mkuu,Boma,Morogoro Urban,Mji Mkuu,Boma,690,
Morogoro,Morogoro Urban,Mji Mkuu,Short,Morogoro Urban,Mji Mkuu,Short,462,
Morogoro,Morogoro Urban,Sultan Area,Shule,Morogoro Urban,Sultan Area,Shule,334,
Morogoro,Morogoro Urban,Sultan Area,Kikundi,Morogoro Urban,Sultan Area,Kikundi,267,
Morogoro,Morogoro Urban,Sultan Area,Bushiri,Morogoro Urban,Sultan Area,Bushiri,433,
Morogoro,Morogoro Urban,Sultan Area,Kati,Morogoro Urban,Sultan Area,Kati,216,
Morogoro,Morogoro Urban,Sultan Area,Umbunga,Morogoro Urban,Sultan Area,Umbunga,270,
Morogoro,Morogoro Urban,Sultan Area,Kota,Morogoro Urban,Sultan Area,Kota,215,
Morogoro,Morogoro Urban,Sultan Area,Ukwere,Morogoro Urban,Sultan Area,Ukwere,333,
Morogoro,Morogoro Urban,Sultan Area,Uluguru,Morogoro Urban,Sultan Area,Uluguru,300,
Morogoro,Morogoro Urban,Sultan Area,Mlali Road,Morogoro Urban,Sultan Area,Mlali Road,159,
Morogoro,Morogoro Urban,Sultan Area,Madaraka,Morogoro Urban,Sultan Area,Madaraka,75,
Morogoro,Morogoro Urban,Mafiga,CCM,Morogoro Urban,Mafiga,CCM,654,
Morogoro,Morogoro Urban,Mafiga,Kambaya (Block E),Morogoro Urban,Mafiga,Kambaya,425,
Morogoro,Morogoro Urban,Mafiga,Kambaya (Block F),Morogoro Urban,Mafiga,Kambaya,256,
Morogoro,Morogoro Urban,Mafiga,Kambaya (Block D),Morogoro Urban,Mafiga,Kambaya,316,
Morogoro,Morogoro Urban,Mafiga,Kambaya (Block C),Morogoro Urban,Mafiga,Kambaya,275,
Morogoro,Morogoro Urban,Mafiga,Kambaya (Block G),Morogoro Urban,Mafiga,Kambaya,306,
Morogoro,Morogoro Urban,Mafiga,Majumba Saba,Morogoro Urban,Mafiga,Majumba Saba,290,
Morogoro,Morogoro Urban,Mafiga,Manzese,Morogoro Urban,Mafiga,Manzese,752,
Morogoro,Morogoro Urban,Mafiga,Lusegwa,Morogoro Urban,Mafiga,Lusegwa,1192,
Morogoro,Morogoro Urban,Mafiga,Madox,Morogoro Urban,Mafiga,Madox,709,
Morogoro,Morogoro Urban,Mafiga,Kidondolo 'A',Morogoro Urban,Mafiga,Kidondolo 'A',956,
Morogoro,Morogoro Urban,Mafiga,Kidondolo 'B',Morogoro Urban,Mafiga,Kidondolo 'B',562,
Morogoro,Morogoro Urban,Mafiga,Misufini,Morogoro Urban,Mafiga,Misufini,1158,
Morogoro,Morogoro Urban,Mafiga,Msikiti,Morogoro Urban,Mafiga,Msikiti,301,
Morogoro,Morogoro Urban,Mafiga,Polisi,Morogoro Urban,Mafiga,Polisi,752,
Morogoro,Morogoro Urban,Mafiga,Mafiga 'B',Morogoro Urban,Mafiga,Mafiga 'B',837,
Morogoro,Morogoro Urban,Mafiga,Ngazengwa,Morogoro Urban,Mafiga,Ngazengwa,1987,
Morogoro,Morogoro Urban,Mafiga,Zahanati,Morogoro Urban,Mafiga,Zahanati,966,
Morogoro,Morogoro Urban,Mafiga,Mafiga 'A',Morogoro Urban,Mafiga,Mafiga 'A',892,
Morogoro,Morogoro Urban,Mazimbu,Msavu 'B',Morogoro Urban,Mazimbu,Msamvu B,2771,
Morogoro,Morogoro Urban,Mazimbu,Ngerengere,Morogoro Urban,Mazimbu,Ngerengere,2441,
Morogoro,Morogoro Urban,Mazimbu,Godes,Morogoro Urban,Mazimbu,Godes,1502,
Morogoro,Morogoro Urban,Mazimbu,Magorofani,Morogoro Urban,Mazimbu,Magorofani,4032,
Morogoro,Morogoro Urban,Mazimbu,Kitata,Morogoro Urban,Mazimbu,Kitata,2555,
Morogoro,Morogoro Urban,Mazimbu,Airport,Morogoro Urban,Mazimbu,Airport,1985,
Morogoro,Morogoro Urban,Mazimbu,Bima,Morogoro Urban,Mazimbu,Bima,2735,
Morogoro,Morogoro Urban,Mazimbu,Mbuyuni,Morogoro Urban,Mazimbu,Mbuyuni,3904,
Morogoro,Morogoro Urban,Mazimbu,Nguzo,Morogoro Urban,Mazimbu,Nguzo,2577,
Morogoro,Morogoro Urban,Mazimbu,Relini,Morogoro Urban,Mazimbu,Relini,2706,
Morogoro,Morogoro Urban,Mazimbu,Boma,Morogoro Urban,Mazimbu,Boma,5114,
Morogoro,Morogoro Urban,Mazimbu,Modeko 'A',Morogoro Urban,Mazimbu,Madeco A,2409,
Morogoro,Morogoro Urban,Mazimbu,Madeko 'B',Morogoro Urban,Mazimbu,Madeco B,1835,
Morogoro,Morogoro Urban,Mazimbu,Mazimbu Darajani,Morogoro Urban,Mazimbu,Mazimbu Darajani,2477,
Morogoro,Morogoro Urban,Mazimbu,Mazimbu Campus,Morogoro Urban,Mazimbu,Mazimbu Campus,778,
Morogoro,Morogoro Urban,Mazimbu,Lugala,Morogoro Urban,Mazimbu,Lugala,953,
Morogoro,Morogoro Urban,Mazimbu,Mahita,Morogoro Urban,Mazimbu,Mahita,2464,
Morogoro,Morogoro Urban,Mazimbu,Tupendane,Morogoro Urban,Mazimbu,Tupendane,2285,
Morogoro,Morogoro Urban,Mazimbu,Misufini,Morogoro Urban,Mazimbu,Misufini,2033,
Morogoro,Morogoro Urban,Mazimbu,Mwande,Morogoro Urban,Mazimbu,Mwande,3401,
Morogoro,Morogoro Urban,Mazimbu,Mwembeni,Morogoro Urban,Mazimbu,Mwembeni,1833,
Morogoro,Morogoro Urban,Mazimbu,Visegese,Morogoro Urban,Mazimbu,Visegese,2403,
Morogoro,Morogoro Urban,Mazimbu,Usalama,Morogoro Urban,Mazimbu,Usalama,1216,
Morogoro,Morogoro Urban,Mazimbu,Chamwino,Morogoro Urban,Mazimbu,Chamwino,2164,
Morogoro,Morogoro Urban,Mazimbu,Msikitini,Morogoro Urban,Mazimbu,Msikitini,1768,
Morogoro,Morogoro Urban,Mazimbu,Kiwalani,Morogoro Urban,Mazimbu,Kiwalani,1328,
Morogoro,Morogoro Urban,Mazimbu,Malipula,Morogoro Urban,Mazimbu,Malipula,1575,
Morogoro,Morogoro Urban,Mazimbu,Mgulasi,Morogoro Urban,Mazimbu,Mgulasi,3586,
Morogoro,Morogoro Urban,Mazimbu,Mafiga sua,Morogoro Urban,Mazimbu,Mafiga sua,109,
Morogoro,Morogoro Urban,Mazimbu,Kasanga,Morogoro Urban,Mazimbu,Kasanga,3622,
Morogoro,Morogoro Urban,Mazimbu,Mindu,Morogoro Urban,Mazimbu,Mindu,1280,
Morogoro,Morogoro Urban,Mazimbu,Madaganya,Morogoro Urban,Mazimbu,Madaganya,685,
Morogoro,Morogoro Urban,Mwembesongo,Mafisa,Morogoro Urban,Mwembesongo,Mafisa,7103,
Morogoro,Morogoro Urban,Mwembesongo,Kihonda Mbuyuni,Morogoro Urban,Mwembesongo,Kihonda Mbuyuni,4516,
Morogoro,Morogoro Urban,Mwembesongo,Sina,Morogoro Urban,Mwembesongo,Sina,5183,
Morogoro,Morogoro Urban,Mwembesongo,Sume,Morogoro Urban,Mwembesongo,Sume,1429,
Morogoro,Morogoro Urban,Mwembesongo,Genda,Morogoro Urban,Mwembesongo,Genda,2077,
Morogoro,Morogoro Urban,Mwembesongo,Gohalema,Morogoro Urban,Mwembesongo,Gohalema,885,
Morogoro,Morogoro Urban,Mwembesongo,Mzambarauni,Morogoro Urban,Mwembesongo,Mzambarauni,1986,
Morogoro,Morogoro Urban,Mwembesongo,Mfunguakinywa,Morogoro Urban,Mwembesongo,Mfunguakinywa,2450,
Morogoro,Morogoro Urban,Mwembesongo,Jumahamsini,Morogoro Urban,Mwembesongo,Jumahamsini,1641,
Morogoro,Morogoro Urban,Mwembesongo,Riverside,Morogoro Urban,Mwembesongo,Riverside,2471,
Morogoro,Morogoro Urban,Mwembesongo,Saadan,Morogoro Urban,Mwembesongo,Saadan,1657,
Morogoro,Morogoro Urban,Mwembesongo,Mwembesongwe,Morogoro Urban,Mwembesongo,Mwembesongo,1007,
Morogoro,Morogoro Urban,Mwembesongo,Mwigole,Morogoro Urban,Mwembesongo,Mwigole,2781,
Morogoro,Morogoro Urban,Mwembesongo,Mtawala,Morogoro Urban,Mwembesongo,Mtawala,2134,
Morogoro,Morogoro Urban,Mwembesongo,Mkwajuni,Morogoro Urban,Mwembesongo,Mkwajuni,961,
Morogoro,Morogoro Urban,Mwembesongo,Magodoro,Morogoro Urban,Mwembesongo,Magodoro,953,
Morogoro,Morogoro Urban,Mwembesongo,Mwanzomgumu,Morogoro Urban,Mwembesongo,Mwanzomgumu,1672,
Morogoro,Morogoro Urban,Mwembesongo,Makaburi,Morogoro Urban,Mwembesongo,Makaburi,952,
Morogoro,Morogoro Urban,Mwembesongo,Ndegewengi,Morogoro Urban,Mwembesongo,Ndegewengi,1714,
Morogoro,Morogoro Urban,Kichangani,Fungafunga,Morogoro Urban,Kichangani,Fungafunga,746,
Morogoro,Morogoro Urban,Kichangani,Kichangani,Morogoro Urban,Kichangani,Kichangani,1092,
Morogoro,Morogoro Urban,Kichangani,Mwande,Morogoro Urban,Kichangani,Mwande,1798,
Morogoro,Morogoro Urban,Kichangani,Mchuma,Morogoro Urban,Kichangani,Mchuma,2002,
Morogoro,Morogoro Urban,Kichangani,Area five,Morogoro Urban,Kichangani,Area Five,1918,
Morogoro,Morogoro Urban,Kichangani,Railway Estate,Morogoro Urban,Kichangani,Railway Estate,612,
Morogoro,Morogoro Urban,Kichangani,Mkwajuni,Morogoro Urban,Kichangani,Mkwajuni,1800,
Morogoro,Morogoro Urban,Kichangani,Karakana,Morogoro Urban,Kichangani,Karakana,1849,
Morogoro,Morogoro Urban,Kichangani,Area Six,Morogoro Urban,Kichangani,Area Six,3837,
Morogoro,Morogoro Urban,Kichangani,Kola 'A',Morogoro Urban,Kichangani,Kola 'A',915,
Morogoro,Morogoro Urban,Kichangani,Kola 'B',Morogoro Urban,Kichangani,Kola 'B',2596,
Morogoro,Morogoro Urban,Kilakala,Bigwa Sokoni,Morogoro Urban,Kilakala,Bigwa Sokoni,1069,
Morogoro,Morogoro Urban,Kilakala,Bigwa Kisiwani,Morogoro Urban,Kilakala,Bigwa Kisiwani,1958,
Morogoro,Morogoro Urban,Kilakala,Ualimu,Morogoro Urban,Kilakala,Ualimu,813,
Morogoro,Morogoro Urban,Kilakala,Migombani,Morogoro Urban,Kilakala,Migombani,912,
Morogoro,Morogoro Urban,Kilakala,Migombani (TTC),Morogoro Urban,Kilakala,Migombani,147,
Morogoro,Morogoro Urban,Kilakala,Bong'ola,Morogoro Urban,Kilakala,Bong'ola,1610,
Morogoro,Morogoro Urban,Kilakala,Mbogo,Morogoro Urban,Kilakala,Mbogo,827,
Morogoro,Morogoro Urban,Kilakala,Nugutu,Morogoro Urban,Kilakala,Nugutu,1669,
Morogoro,Morogoro Urban,Kilakala,Chalumbi,Morogoro Urban,Kilakala,Chalumbi,1601,
Morogoro,Morogoro Urban,Kilakala,Kilakala,Morogoro Urban,Kilakala,Kilakala,1747,
Morogoro,Morogoro Urban,Kilakala,Bwinila,Morogoro Urban,Kilakala,Bwinila,2059,
Morogoro,Morogoro Urban,Kilakala,Ng'atigwa,Morogoro Urban,Kilakala,Ng'atigwa,1055,
Morogoro,Morogoro Urban,Kilakala,Kigurunyembe,Morogoro Urban,Kilakala,Kigurunyembe,1330,
Morogoro,Morogoro Urban,Kilakala,Kola,Morogoro Urban,Kilakala,Kola,814,
Morogoro,Morogoro Urban,Kilakala,Madehu,Morogoro Urban,Kilakala,Mahedu,736,
Morogoro,Morogoro Urban,Boma,Old Dar es salaam Road,Morogoro Urban,Boma,Old Dar es salaam Road,701,
Morogoro,Morogoro Urban,Boma,Kingalu,Morogoro Urban,Boma,Kingalu,377,
Morogoro,Morogoro Urban,Boma,King'ola,Morogoro Urban,Boma,King'ola,400,
Morogoro,Morogoro Urban,Boma,Madizini (Magereza),Morogoro Urban,Boma,Madizini,1919,Includes population from Msigala village
Morogoro,Morogoro Urban,Boma,Mzigila,Morogoro Urban,Boma,Msigala,1261,
Morogoro,Morogoro Urban,Boma,Forest NHC,Morogoro Urban,Boma,Forest NHC,333,
Morogoro,Morogoro Urban,Boma,Forest Hill,Morogoro Urban,Boma,Forest Hill,379,
Morogoro,Morogoro Urban,Boma,Visole,Morogoro Urban,Boma,Visole,649,
Morogoro,Morogoro Urban,Boma,Wamo,Morogoro Urban,Boma,Wamo,215,
Morogoro,Morogoro Urban,Boma,Kibwe,Morogoro Urban,Boma,Kibwe,1102,
Morogoro,Morogoro Urban,Boma,Kihimbwa,Morogoro Urban,Boma,Kihimbwa,319,
Morogoro,Morogoro Urban,Boma,Rock Garden,Morogoro Urban,Boma,Rock Garden,248,
Morogoro,Morogoro Urban,Boma,Nguzo,Morogoro Urban,Boma,Nguzo,287,
Morogoro,Morogoro Urban,Boma,Jumbe mtoto,Morogoro Urban,Boma,Jumbe mtoto,515,
Morogoro,Morogoro Urban,Mlimani,Liti,Morogoro Urban,Mlimani,Liti,1018,
Morogoro,Morogoro Urban,Mlimani,Nyandira,Morogoro Urban,Mlimani,Nyandira,438,
Morogoro,Morogoro Urban,Mlimani,Kireka,Morogoro Urban,Mlimani,Kireka,701,
Morogoro,Morogoro Urban,Mlimani,Mbete,Morogoro Urban,Mlimani,Mbete,400,
Morogoro,Morogoro Urban,Mlimani,Lufuza,Morogoro Urban,Mlimani,Lufuza,161,
Morogoro,Morogoro Urban,Mlimani,Choma,Morogoro Urban,Mlimani,Choma,620,
Morogoro,Morogoro Urban,Mlimani,Tulo,Morogoro Urban,Mlimani,Tulo,144,
Morogoro,Morogoro Urban,Mlimani,Kisosa,Morogoro Urban,Mlimani,Kisosa,241,
Morogoro,Morogoro Urban,Mlimani,Ruvuma,Morogoro Urban,Mlimani,Ruvuma,321,
Morogoro,Morogoro Urban,Mlimani,Visegese,Morogoro Urban,Mlimani,Visegese,118,
Morogoro,Morogoro Urban,Mlimani,Mng'ongo,Morogoro Urban,Mlimani,Mng'ongo,291,
Morogoro,Morogoro Urban,Mlimani,Kikundi,Morogoro Urban,Mlimani,Kikundi,439,
Morogoro,Morogoro Urban,Mbuyuni,Kidondolo,Morogoro Urban,Mbuyuni,Lidondolo,597,
Morogoro,Morogoro Urban,Mbuyuni,Sabasaba,Morogoro Urban,Mbuyuni,Sabasaba,272,
Morogoro,Morogoro Urban,Mbuyuni,Magurumbasi,Morogoro Urban,Mbuyuni,Magurumbasi,1290,
Morogoro,Morogoro Urban,Mbuyuni,Mgonahazeru,Morogoro Urban,Mbuyuni,Mgonahazeru,1287,
Morogoro,Morogoro Urban,Mbuyuni,Mtoni 'A',Morogoro Urban,Mbuyuni,Mtoni 'A',867,
Morogoro,Morogoro Urban,Mbuyuni,Mtoni 'B',Morogoro Urban,Mbuyuni,Mtoni 'B',1336,
Morogoro,Morogoro Urban,Mbuyuni,Balawane,Morogoro Urban,Mbuyuni,Bambalawe,937,
Morogoro,Morogoro Urban,Mbuyuni,Tiba Road,Morogoro Urban,Mbuyuni,Tiba Road,895,
Morogoro,Morogoro Urban,Mbuyuni,Falk Land,Morogoro Urban,Mbuyuni,Falkland,1230,
Morogoro,Morogoro Urban,Mbuyuni,Kididimo,Morogoro Urban,Mbuyuni,Kididimo,1031,
Morogoro,Morogoro Urban,Mbuyuni,Mgambazi,Morogoro Urban,Mbuyuni,Mgambazi,468,
Morogoro,Morogoro Urban,Mbuyuni,Mkoya,Morogoro Urban,Mbuyuni,Mkoya,708,
Morogoro,Morogoro Urban,Mbuyuni,Magadu,Morogoro Urban,Mbuyuni,Magadu,866,
Morogoro,Morogoro Urban,Kingolwira,Nane Nane,Morogoro Urban,Kingolwira,Nanenane,3379,
Morogoro,Morogoro Urban,Kingolwira,Mjimwema,Morogoro Urban,Kingolwira,Mjimwema,2649,
Morogoro,Morogoro Urban,Kingolwira,Tubuyu,Morogoro Urban,Kingolwira,Tubuyu,4880,
Morogoro,Morogoro Urban,Kingolwira,Mafisa,Morogoro Urban,Kingolwira,Mafisa,610,
Morogoro,Morogoro Urban,Kingolwira,Mkwajuni,Morogoro Urban,Kingolwira,Mkwajuni,1075,
Morogoro,Morogoro Urban,Kingolwira,Mfaranyaki,Morogoro Urban,Kingolwira,Mfaranyaki,918,
Morogoro,Morogoro Urban,Kingolwira,Tungi Kambini 'B',Morogoro Urban,Kingolwira,Tungi Kambini 'B',351,
Morogoro,Morogoro Urban,Kingolwira,Tungi Kambini 'A',Morogoro Urban,Kingolwira,Tungi Kambini 'A',322,
Morogoro,Morogoro Urban,Kingolwira,Bomba la Zambia,Morogoro Urban,Kingolwira,Bomba la Zambia,964,
Morogoro,Morogoro Urban,Kingolwira,Shule,Morogoro Urban,Kingolwira,Shule,1368,
Morogoro,Morogoro Urban,Kingolwira,Mwembe Msafa,Morogoro Urban,Kingolwira,Mwembe Msafa,1386,
Morogoro,Morogoro Urban,Kingolwira,Mahakama,Morogoro Urban,Kingolwira,Mahakama,502,
Morogoro,Morogoro Urban,Kingolwira,Zahanati,Morogoro Urban,Kingolwira,Zahanati,1106,
Morogoro,Morogoro Urban,Kingolwira,Tambuka reli,Morogoro Urban,Kingolwira,Tambuka Reli,1800,
Morogoro,Morogoro Urban,Kingolwira,Tangi La Maji,Morogoro Urban,Kingolwira,Tanki la Maji,643,
Morogoro,Morogoro Urban,Bigwa,Bigwa barabarani,Morogoro Urban,Bigwa,Bigwa barabarani,2962,
Morogoro,Morogoro Urban,Bigwa,Bigwa Sisters sec school,Morogoro Urban,Bigwa,Bigwa barabarani,66,
Morogoro,Morogoro Urban,Bigwa,Mgolole,Morogoro Urban,Bigwa,Mgolole,637,
Morogoro,Morogoro Urban,Bigwa,Misongeni 'B',Morogoro Urban,Bigwa,Misongeni 'B',1262,
Morogoro,Morogoro Urban,Bigwa,Misongeni 'A',Morogoro Urban,Bigwa,Misongeni 'A',1475,
Morogoro,Morogoro Urban,Bigwa,Korogoso,Morogoro Urban,Bigwa,Korogoso,326,
Morogoro,Morogoro Urban,Bigwa,Mungi,Morogoro Urban,Bigwa,Mungi,497,
Morogoro,Morogoro Urban,Bigwa,Vituli,Morogoro Urban,Bigwa,Vituli,1004,
Morogoro,Morogoro Urban,Bigwa,Bohomera,Morogoro Urban,Bigwa,Bohomera,459,
Morogoro,Morogoro Urban,Bigwa,Lukuyu,Morogoro Urban,Bigwa,Lukuyu,1078,
Morogoro,Morogoro Urban,Bigwa,Kungwa,Morogoro Urban,Bigwa,Lukuyu,384,
Morogoro,Morogoro Urban,Mzinga,Kilala,Morogoro Urban,Mzinga,Kilala,260,
Morogoro,Morogoro Urban,Mzinga,Mambani,Morogoro Urban,Mzinga,Mambani,522,
Morogoro,Morogoro Urban,Mzinga,Mundu,Morogoro Urban,Mzinga,Mundu,586,
Morogoro,Morogoro Urban,Mzinga,Kivaza,Morogoro Urban,Mzinga,Kivaza,572,
Morogoro,Morogoro Urban,Mzinga,Mfine,Morogoro Urban,Mzinga,Mfine,275,
Morogoro,Morogoro Urban,Mzinga,Gezaulole,Morogoro Urban,Mzinga,Gezaulole,2651,
Morogoro,Morogoro Urban,Mzinga,Tindigo,Morogoro Urban,Mzinga,Tindigo,299,
Morogoro,Morogoro Urban,Mzinga,Misasa,Morogoro Urban,Mzinga,Misasa,249,
Morogoro,Morogoro Urban,Mzinga,Konga 'B',Morogoro Urban,Mzinga,Konga 'B',154,
Morogoro,Morogoro Urban,Mzinga,Kidangawa,Morogoro Urban,Mzinga,Kidangawa,397,
Morogoro,Morogoro Urban,Mzinga,Konga 'A',Morogoro Urban,Mzinga,Konga 'A',456,
Morogoro,Morogoro Urban,Mzinga,Kauzeni,Morogoro Urban,Mzinga,Kauzeni,284,
Morogoro,Morogoro Urban,Mzinga,Nyambutwa,Morogoro Urban,Mzinga,Nyambutwa,170,
Morogoro,Morogoro Urban,Mzinga,Viswayu,Morogoro Urban,Mzinga,Viswayu,208,
